Store,Dept,Date,Weekly_Sales,IsHoliday
10,1,05/02/2010,40212.84,FALSE
10,1,12/02/2010,67699.32,TRUE
10,1,19/02/2010,49748.33,FALSE
10,1,26/02/2010,33601.22,FALSE
10,1,05/03/2010,36572.44,FALSE
10,1,12/03/2010,36380.7,FALSE
10,1,19/03/2010,38252.33,FALSE
10,1,26/03/2010,51956.73,FALSE
10,1,02/04/2010,131853.01,FALSE
10,1,09/04/2010,89207.79,FALSE
10,1,16/04/2010,29765.85,FALSE
10,1,23/04/2010,27082.12,FALSE
10,1,30/04/2010,27592.84,FALSE
10,1,07/05/2010,29819.93,FALSE
10,1,14/05/2010,30021.02,FALSE
10,1,21/05/2010,30251.76,FALSE
10,1,28/05/2010,29958.02,FALSE
10,1,04/06/2010,27739.8,FALSE
10,1,11/06/2010,26155.91,FALSE
10,1,18/06/2010,27568.75,FALSE
10,1,25/06/2010,26819.82,FALSE
10,1,02/07/2010,27233.92,FALSE
10,1,09/07/2010,25908.55,FALSE
10,1,16/07/2010,26148.43,FALSE
10,1,23/07/2010,25789.81,FALSE
10,1,30/07/2010,27036.47,FALSE
10,1,06/08/2010,26778.1,FALSE
10,1,13/08/2010,27555.3,FALSE
10,1,20/08/2010,27899.34,FALSE
10,1,27/08/2010,26362.04,FALSE
10,1,03/09/2010,29253.15,FALSE
10,1,10/09/2010,27246.52,TRUE
10,1,17/09/2010,31421.17,FALSE
10,1,24/09/2010,32100.28,FALSE
10,1,01/10/2010,34152.79,FALSE
10,1,08/10/2010,38820.32,FALSE
10,1,15/10/2010,44736.63,FALSE
10,1,22/10/2010,55322.47,FALSE
10,1,29/10/2010,83211.42,FALSE
10,1,05/11/2010,68006.65,FALSE
10,1,12/11/2010,32133.29,FALSE
10,1,19/11/2010,36220.99,FALSE
10,1,26/11/2010,35454.02,TRUE
10,1,03/12/2010,50943.18,FALSE
10,1,10/12/2010,73516.27,FALSE
10,1,17/12/2010,98617.12,FALSE
10,1,24/12/2010,140537.2,FALSE
10,1,31/12/2010,32728.35,TRUE
10,1,07/01/2011,26041.71,FALSE
10,1,14/01/2011,27859.44,FALSE
10,1,21/01/2011,30911.87,FALSE
10,1,28/01/2011,29890.73,FALSE
10,1,04/02/2011,36145.83,FALSE
10,1,11/02/2011,52118.42,TRUE
10,1,18/02/2011,64020.62,FALSE
10,1,25/02/2011,27273.94,FALSE
10,1,04/03/2011,30345.61,FALSE
10,1,11/03/2011,29924.64,FALSE
10,1,18/03/2011,30524.73,FALSE
10,1,25/03/2011,31323.47,FALSE
10,1,01/04/2011,31697.55,FALSE
10,1,08/04/2011,39469.63,FALSE
10,1,15/04/2011,51526.31,FALSE
10,1,22/04/2011,113431.75,FALSE
10,1,29/04/2011,89938.67,FALSE
10,1,06/05/2011,31605.35,FALSE
10,1,13/05/2011,27691.58,FALSE
10,1,20/05/2011,24977.85,FALSE
10,1,27/05/2011,23808.95,FALSE
10,1,03/06/2011,23772.81,FALSE
10,1,10/06/2011,23970.48,FALSE
10,1,17/06/2011,23444.71,FALSE
10,1,24/06/2011,23671.59,FALSE
10,1,01/07/2011,23895.49,FALSE
10,1,08/07/2011,24650.46,FALSE
10,1,15/07/2011,26330.68,FALSE
10,1,22/07/2011,25959.06,FALSE
10,1,29/07/2011,25612.31,FALSE
10,1,05/08/2011,26630.53,FALSE
10,1,12/08/2011,26147.1,FALSE
10,1,19/08/2011,25418.25,FALSE
10,1,26/08/2011,23953.35,FALSE
10,1,02/09/2011,26033.09,FALSE
10,1,09/09/2011,28204.22,TRUE
10,1,16/09/2011,32377.19,FALSE
10,1,23/09/2011,32582.31,FALSE
10,1,30/09/2011,31654.83,FALSE
10,1,07/10/2011,37294.04,FALSE
10,1,14/10/2011,39680.9,FALSE
10,1,21/10/2011,47792.75,FALSE
10,1,28/10/2011,68491.28,FALSE
10,1,04/11/2011,82167.41,FALSE
10,1,11/11/2011,32252.94,FALSE
10,1,18/11/2011,30274.57,FALSE
10,1,25/11/2011,37228.54,TRUE
10,1,02/12/2011,48269.3,FALSE
10,1,09/12/2011,72970.2,FALSE
10,1,16/12/2011,100775.8,FALSE
10,1,23/12/2011,134217.74,FALSE
10,1,30/12/2011,52228.86,TRUE
10,1,06/01/2012,28520.49,FALSE
10,1,13/01/2012,30107.31,FALSE
10,1,20/01/2012,31180.23,FALSE
10,1,27/01/2012,32559.13,FALSE
10,1,03/02/2012,36444,FALSE
10,1,10/02/2012,50434.11,TRUE
10,1,17/02/2012,74930.33,FALSE
10,1,24/02/2012,28751.57,FALSE
10,1,02/03/2012,30525.88,FALSE
10,1,09/03/2012,33728.46,FALSE
10,1,16/03/2012,34745.1,FALSE
10,1,23/03/2012,38656.88,FALSE
10,1,30/03/2012,46922.97,FALSE
10,1,06/04/2012,120131.35,FALSE
10,1,13/04/2012,89291.51,FALSE
10,1,20/04/2012,26759.76,FALSE
10,1,27/04/2012,25524.15,FALSE
10,1,04/05/2012,25874.89,FALSE
10,1,11/05/2012,27611.94,FALSE
10,1,18/05/2012,26524.64,FALSE
10,1,25/05/2012,26421.66,FALSE
10,1,01/06/2012,24734.89,FALSE
10,1,08/06/2012,24653.33,FALSE
10,1,15/06/2012,24374.99,FALSE
10,1,22/06/2012,24418.14,FALSE
10,1,29/06/2012,25021.24,FALSE
10,1,06/07/2012,25167.13,FALSE
10,1,13/07/2012,26000.97,FALSE
10,1,20/07/2012,27065.94,FALSE
10,1,27/07/2012,26303.34,FALSE
10,1,03/08/2012,26390.26,FALSE
10,1,10/08/2012,26320.29,FALSE
10,1,17/08/2012,26752.4,FALSE
10,1,24/08/2012,26804.84,FALSE
10,1,31/08/2012,26083.28,FALSE
10,1,07/09/2012,29426.33,TRUE
10,1,14/09/2012,30321.06,FALSE
10,1,21/09/2012,30872.22,FALSE
10,1,28/09/2012,31477.5,FALSE
10,1,05/10/2012,36323.95,FALSE
10,1,12/10/2012,40626.47,FALSE
10,1,19/10/2012,44224.36,FALSE
10,1,26/10/2012,58409.83,FALSE
10,2,05/02/2010,123952.48,FALSE
10,2,12/02/2010,119209.48,TRUE
10,2,19/02/2010,121430.8,FALSE
10,2,26/02/2010,120292.15,FALSE
10,2,05/03/2010,113163.91,FALSE
10,2,12/03/2010,116637.87,FALSE
10,2,19/03/2010,112732.09,FALSE
10,2,26/03/2010,110240.07,FALSE
10,2,02/04/2010,118392.02,FALSE
10,2,09/04/2010,115461.31,FALSE
10,2,16/04/2010,111207.71,FALSE
10,2,23/04/2010,111749.11,FALSE
10,2,30/04/2010,108130.12,FALSE
10,2,07/05/2010,112995.06,FALSE
10,2,14/05/2010,108114.87,FALSE
10,2,21/05/2010,114437.04,FALSE
10,2,28/05/2010,111234.67,FALSE
10,2,04/06/2010,112630.91,FALSE
10,2,11/06/2010,112481.79,FALSE
10,2,18/06/2010,112540.37,FALSE
10,2,25/06/2010,108485.17,FALSE
10,2,02/07/2010,115484.56,FALSE
10,2,09/07/2010,112082.34,FALSE
10,2,16/07/2010,117063.04,FALSE
10,2,23/07/2010,117187.48,FALSE
10,2,30/07/2010,112992.94,FALSE
10,2,06/08/2010,123356.64,FALSE
10,2,13/08/2010,124582.42,FALSE
10,2,20/08/2010,128218.22,FALSE
10,2,27/08/2010,113329.6,FALSE
10,2,03/09/2010,110254.06,FALSE
10,2,10/09/2010,107815.11,TRUE
10,2,17/09/2010,109088.52,FALSE
10,2,24/09/2010,107047.25,FALSE
10,2,01/10/2010,104127.28,FALSE
10,2,08/10/2010,109025.71,FALSE
10,2,15/10/2010,106562.54,FALSE
10,2,22/10/2010,107284.57,FALSE
10,2,29/10/2010,103436.47,FALSE
10,2,05/11/2010,109861.57,FALSE
10,2,12/11/2010,107551.26,FALSE
10,2,19/11/2010,106610.62,FALSE
10,2,26/11/2010,99460.37,TRUE
10,2,03/12/2010,106702.7,FALSE
10,2,10/12/2010,112659.72,FALSE
10,2,17/12/2010,119296.39,FALSE
10,2,24/12/2010,144104.46,FALSE
10,2,31/12/2010,88211.64,TRUE
10,2,07/01/2011,104581.13,FALSE
10,2,14/01/2011,107042.54,FALSE
10,2,21/01/2011,104415.9,FALSE
10,2,28/01/2011,103200.6,FALSE
10,2,04/02/2011,113720.83,FALSE
10,2,11/02/2011,119715.02,TRUE
10,2,18/02/2011,118892.18,FALSE
10,2,25/02/2011,111673.55,FALSE
10,2,04/03/2011,114097.02,FALSE
10,2,11/03/2011,111658.47,FALSE
10,2,18/03/2011,109251.87,FALSE
10,2,25/03/2011,109417.2,FALSE
10,2,01/04/2011,111195.24,FALSE
10,2,08/04/2011,113611.2,FALSE
10,2,15/04/2011,107360.49,FALSE
10,2,22/04/2011,113300.27,FALSE
10,2,29/04/2011,109687.51,FALSE
10,2,06/05/2011,113071.51,FALSE
10,2,13/05/2011,104586.8,FALSE
10,2,20/05/2011,103643.01,FALSE
10,2,27/05/2011,104625.35,FALSE
10,2,03/06/2011,113179.62,FALSE
10,2,10/06/2011,110607.72,FALSE
10,2,17/06/2011,111144.59,FALSE
10,2,24/06/2011,106159.42,FALSE
10,2,01/07/2011,110167.18,FALSE
10,2,08/07/2011,105317.31,FALSE
10,2,15/07/2011,110918.73,FALSE
10,2,22/07/2011,112528.57,FALSE
10,2,29/07/2011,110240.21,FALSE
10,2,05/08/2011,115116.44,FALSE
10,2,12/08/2011,116330.25,FALSE
10,2,19/08/2011,119858.79,FALSE
10,2,26/08/2011,106724.02,FALSE
10,2,02/09/2011,108981.34,FALSE
10,2,09/09/2011,106874.02,TRUE
10,2,16/09/2011,104742.41,FALSE
10,2,23/09/2011,104948.33,FALSE
10,2,30/09/2011,102264.22,FALSE
10,2,07/10/2011,111280.17,FALSE
10,2,14/10/2011,99815.15,FALSE
10,2,21/10/2011,103050.1,FALSE
10,2,28/10/2011,102097.86,FALSE
10,2,04/11/2011,108655.66,FALSE
10,2,11/11/2011,106841.49,FALSE
10,2,18/11/2011,98341.91,FALSE
10,2,25/11/2011,97213.06,TRUE
10,2,02/12/2011,99976.34,FALSE
10,2,09/12/2011,108381.44,FALSE
10,2,16/12/2011,118020.38,FALSE
10,2,23/12/2011,151090.5,FALSE
10,2,30/12/2011,92906.57,TRUE
10,2,06/01/2012,102234,FALSE
10,2,13/01/2012,110831.02,FALSE
10,2,20/01/2012,101979.43,FALSE
10,2,27/01/2012,94674.32,FALSE
10,2,03/02/2012,109394.82,FALSE
10,2,10/02/2012,119784.16,TRUE
10,2,17/02/2012,113928.68,FALSE
10,2,24/02/2012,118898.38,FALSE
10,2,02/03/2012,111733.43,FALSE
10,2,09/03/2012,113949.26,FALSE
10,2,16/03/2012,109687.74,FALSE
10,2,23/03/2012,108432.35,FALSE
10,2,30/03/2012,104428.38,FALSE
10,2,06/04/2012,120896.84,FALSE
10,2,13/04/2012,109282.13,FALSE
10,2,20/04/2012,106444.89,FALSE
10,2,27/04/2012,100435.09,FALSE
10,2,04/05/2012,109105.81,FALSE
10,2,11/05/2012,100546.67,FALSE
10,2,18/05/2012,102494.01,FALSE
10,2,25/05/2012,108660.46,FALSE
10,2,01/06/2012,103012.31,FALSE
10,2,08/06/2012,109543.37,FALSE
10,2,15/06/2012,108530.26,FALSE
10,2,22/06/2012,102144.47,FALSE
10,2,29/06/2012,105107.69,FALSE
10,2,06/07/2012,109596.98,FALSE
10,2,13/07/2012,107945.92,FALSE
10,2,20/07/2012,106771.51,FALSE
10,2,27/07/2012,104651.11,FALSE
10,2,03/08/2012,113930.5,FALSE
10,2,10/08/2012,112523.39,FALSE
10,2,17/08/2012,113259.2,FALSE
10,2,24/08/2012,106630.07,FALSE
10,2,31/08/2012,95671.5,FALSE
10,2,07/09/2012,106094.76,TRUE
10,2,14/09/2012,99757.84,FALSE
10,2,21/09/2012,105282.5,FALSE
10,2,28/09/2012,101696.68,FALSE
10,2,05/10/2012,105938.79,FALSE
10,2,12/10/2012,99426.46,FALSE
10,2,19/10/2012,102492.76,FALSE
10,2,26/10/2012,101458.77,FALSE
10,3,05/02/2010,30175.46,FALSE
10,3,12/02/2010,28704.83,TRUE
10,3,19/02/2010,26505.03,FALSE
10,3,26/02/2010,28366.97,FALSE
